Date,^GSPC,^NDX,^DJI,^KS11,^N225,000001.SS,^HSI,^STOXX50E,^BVSP,^NSEI,GC=F,SI=F,CL=F,BZ=F,NG=F,HG=F,ZC=F,ZW=F,BTC-USD,ETH-USD,DX-Y.NYB,EURUSD=X,USDJPY=X,USDKRW=X,GBPUSD=X,CNY=X
2021-05-24,4197.0498046875,13641.75,34393.98046875,3144.300048828125,28364.609375,3497.280029296875,28412.259765625,,124032.0,15197.7001953125,1884.5999755859375,27.886999130249023,66.05000305175781,68.45999908447266,2.885999917984009,4.541500091552734,657.25,662.25,38705.98046875,2643.591064453125,89.83000183105469,1.2183235883712769,108.91899871826172,1126.7900390625,1.4142870903015137,6.433199882507324
2021-05-25,4188.1298828125,13657.73046875,34312.4609375,3171.320068359375,28553.98046875,3581.340087890625,28910.859375,4036.0400390625,122988.0,15208.4501953125,1898.0999755859375,28.03700065612793,66.06999969482422,68.6500015258789,2.9130001068115234,4.521999835968018,620.25,656.5,38402.22265625,2706.62890625,89.63999938964844,1.2214635610580444,108.85099792480469,1122.18994140625,1.415608525276184,6.418300151824951
2021-05-26,4195.990234375,13702.740234375,34323.05078125,3168.429931640625,28642.189453125,3593.360107421875,29166.009765625,4031.669921875,123989.0,15301.4501953125,1901.300048828125,27.85300064086914,66.20999908447266,68.87000274658203,2.9839999675750732,4.5329999923706055,624.5,648.5,39294.19921875,2888.69873046875,90.04000091552734,1.2249093055725098,108.802001953125,1121.3800048828125,1.4143872261047363,6.409999847412109
2021-05-27,4200.8798828125,13657.849609375,34464.640625,3165.510009765625,28549.009765625,3608.85009765625,29113.19921875,4039.2099609375,124367.0,15337.849609375,1895.699951171875,27.91900062561035,66.8499984741211,69.45999908447266,2.9579999446868896,4.666500091552734,664.5,676.25,38436.96875,2736.488525390625,89.97000122070312,1.21925950050354,109.16999816894531,1115.52001953125,1.4116119146347046,6.390699863433838
2021-05-28,4204.10986328125,13686.509765625,34529.44921875,3188.72998046875,29149.41015625,3600.780029296875,29124.41015625,4070.56005859375,125561.0,15435.650390625,1902.5,27.993000030517578,66.31999969482422,69.62999725341797,2.9860000610351562,4.682499885559082,656.75,663.5,35697.60546875,2419.90625,90.02999877929688,1.2193188667297363,109.80899810791016,1117.300048828125,1.4203739166259766,6.381999969482422
2021-05-29,,,,,,,,,,,,,,,,,,,34616.06640625,2279.51416015625,,,,,,
2021-05-30,,,,,,,,,,,,,,,,,,,35678.12890625,2390.305419921875,,,,,,
2021-05-31,,,,3203.919921875,28860.080078125,3615.47998046875,29151.80078125,4039.4599609375,126216.0,15582.7998046875,,,,,,,,,37332.85546875,2714.9453125,,1.2190067768096924,109.90699768066406,1112.8499755859375,1.4180374145507812,6.367400169372559
2021-06-01,4202.0400390625,13654.58984375,34575.30859375,3221.8701171875,28814.33984375,3624.7099609375,29468.0,4071.75,128267.0,15574.849609375,1902.9000244140625,28.08300018310547,67.72000122070312,70.25,3.1040000915527344,4.6620001792907715,688.75,693.5,36684.92578125,2633.518310546875,89.83000183105469,1.223286509513855,109.49299621582031,1106.97998046875,1.4226775169372559,6.36899995803833
2021-06-02,4208.1201171875,13675.7900390625,34600.37890625,3224.22998046875,28946.140625,3597.139892578125,29297.619140625,4088.5,129601.0,15576.2001953125,1907.5,28.18600082397461,68.83000183105469,71.3499984741211,3.075000047683716,4.599999904632568,675.0,687.5,37575.1796875,2706.125,89.9000015258789,1.2217769622802734,109.49299621582031,1107.2099609375,1.4157087802886963,6.38070011138916
2021-06-03,4192.85009765625,13529.6796875,34577.0390625,3247.429931640625,29058.109375,3584.2099609375,28966.029296875,4079.239990234375,,15690.349609375,1871.199951171875,27.459999084472656,68.80999755859375,71.30999755859375,3.0409998893737793,4.471499919891357,662.0,676.25,39208.765625,2855.12646484375,90.5,1.220986247062683,109.59500122070312,1109.8800048828125,1.4171934127807617,6.380099773406982
2021-06-04,4229.89013671875,13770.76953125,34756.390625,3240.080078125,28941.51953125,3591.840087890625,28918.099609375,4089.3798828125,130126.0,15670.25,1889.800048828125,27.878999710083008,69.62000274658203,71.88999938964844,3.0969998836517334,4.537499904632568,682.75,687.75,36894.40625,2688.195068359375,90.13999938964844,1.2133007049560547,110.26599884033203,1115.43994140625,1.4109944105148315,6.402699947357178
2021-06-05,,,,,,,,,,,,,,,,,,,35551.95703125,2630.576904296875,,,,,,
2021-06-06,,,,,,,,,,,,,,,,,,,35862.37890625,2715.0927734375,,,,,,
2021-06-07,4226.52001953125,13802.8896484375,34630.23828125,3252.1201171875,29019.240234375,3599.5400390625,28787.279296875,4097.64990234375,130776.0,15751.650390625,1896.800048828125,28.000999450683594,69.2300033569336,71.48999786376953,3.069999933242798,4.534999847412109,679.25,680.0,33560.70703125,2590.26318359375,89.94999694824219,1.2168411016464233,109.61699676513672,1109.6800537109375,1.4164307117462158,6.3942999839782715
